,Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date,Ratio
667,511557,PROFINC,Pro Fin Capital Services Ltd,28 Apr 2022,Bonus issue 2:1,29 Apr 2022,-,-,22 Apr 2022,28 Apr 2022,-,2:1
668,530477,VIKRAMTH,Vikram Thermo India Ltd,12 May 2022,Bonus issue 4:1,13 May 2022,-,-,06 May 2022,11 May 2022,-,4:1
669,540073,BLS,BLS International Services Ltd,13 May 2022,Bonus issue 1:1,17 May 2022,-,-,10 May 2022,16 May 2022,-,1:1
670,542013,DOLFIN,Dolfin Rubbers Ltd,13 May 2022,Bonus issue 1:3,17 May 2022,-,-,10 May 2022,16 May 2022,-,1:3
671,532029,SINDHUTRAD,Sindhu Trade Links Ltd,19 May 2022,Bonus issue 2:1,21 May 2022,-,-,13 May 2022,19 May 2022,-,2:1
672,531893,SAWACA,Sawaca Enterprises Ltd,27 May 2022,Bonus issue 10:100,27 May 2022,-,-,23 May 2022,27 May 2022,-,10:100
673,539594,MISHTANN ,Mishtann Foods Ltd,02 Jun 2022,Bonus issue 1:1,03 Jun 2022,-,-,27 May 2022,02 Jun 2022,-,1:1
674,543171,ROJL,RO Jewels Ltd,02 Jun 2022,Bonus issue 82:32,03 Jun 2022,-,-,27 May 2022,02 Jun 2022,-,82:32
675,539843,NINSYS,NINtec Systems Ltd,06 Jun 2022,Bonus issue 1:2,07 Jun 2022,-,-,31 May 2022,06 Jun 2022,-,1:2
676,540180,VBL,Varun Beverages Ltd,06 Jun 2022,Bonus issue 1:2,07 Jun 2022,-,-,31 May 2022,06 Jun 2022,-,1:2
677,540611,AUBANK,AU Small Finance Bank Ltd,09 Jun 2022,Bonus issue 1:1,10 Jun 2022,-,-,03 Jun 2022,09 Jun 2022,-,1:1
678,508814,COSMOFIRST,Cosmo First Ltd,16 Jun 2022,Bonus issue 1:2,18 Jun 2022,-,-,13 Jun 2022,16 Jun 2022,-,1:2
679,542802,GALACTICO,Galactico Corporate Services Ltd,16 Jun 2022,Bonus issue 3:10,17 Jun 2022,-,-,10 Jun 2022,16 Jun 2022,-,3:10
680,531169,SKPSEC,SKP Securities Ltd,16 Jun 2022,Bonus issue 1:1,17 Jun 2022,-,-,10 Jun 2022,16 Jun 2022,-,1:1
681,532406,AVANTEL,Avantel Ltd,17 Jun 2022,Bonus issue 3:1,20 Jun 2022,-,-,13 Jun 2022,17 Jun 2022,-,3:1
682,511724,BAIDFIN,Baid Finserv Ltd,20 Jun 2022,Bonus issue 1:1,21 Jun 2022,-,-,14 Jun 2022,20 Jun 2022,-,1:1
683,532331,AJANTPHARM,Ajanta Pharma Ltd,22 Jun 2022,Bonus issue 1:2,23 Jun 2022,-,-,16 Jun 2022,22 Jun 2022,-,1:2
684,543280,NAZARA,Nazara Technologies Ltd,24 Jun 2022,Bonus issue 1:1,27 Jun 2022,-,-,20 Jun 2022,24 Jun 2022,-,1:1
685,530965,IOC,Indian Oil Corporation Ltd,30 Jun 2022,Bonus issue 1:2,01 Jul 2022,-,-,24 Jun 2022,30 Jun 2022,-,1:2
686,520111,RATNAMANI,Ratnamani Metals & Tubes Ltd-$,30 Jun 2022,Bonus issue 1:2,01 Jul 2022,-,-,24 Jun 2022,30 Jun 2022,-,1:2
687,512257,SVARTCORP,Swasti Vinayaka Art And Heritage Corporation Ltd,01 Jul 2022,Bonus issue 5:4,04 Jul 2022,-,-,27 Jun 2022,01 Jul 2022,-,5:4
688,590013,XPROINDIA,Xpro India Ltd,01 Jul 2022,Bonus issue 1:2,04 Jul 2022,-,-,27 Jun 2022,01 Jul 2022,-,1:2
689,543284,EKI,EKI Energy Services Ltd,04 Jul 2022,Bonus issue 3:1,05 Jul 2022,-,-,30 Jun 2022,04 Jul 2022,-,3:1
690,532539,UNOMINDA,UNO Minda Ltd-$,07 Jul 2022,Bonus issue 1:1,08 Jul 2022,-,-,01 Jul 2022,07 Jul 2022,-,1:1
691,500420,TORNTPHARM,Torrent Pharmaceuticals Ltd,08 Jul 2022,Bonus issue 1:1,11 Jul 2022,-,-,04 Jul 2022,08 Jul 2022,-,1:1
692,505255,GMMPFAUDLR,GMM Pfaudler Ltd,11 Jul 2022,Bonus issue 2:1,12 Jul 2022,-,-,05 Jul 2022,11 Jul 2022,-,2:1
693,539620,KEIL,Kanoria Energy & Infrastructure Ltd,12 Jul 2022,Bonus issue 1:1,13 Jul 2022,-,-,06 Jul 2022,12 Jul 2022,-,1:1
694,540694,ANG,ANG Lifesciences India Ltd,13 Jul 2022,Bonus issue 1:4,14 Jul 2022,-,-,07 Jul 2022,13 Jul 2022,-,1:4
695,531273,RADHEDE,Radhe Developers India Ltd,14 Jul 2022,Bonus issue 1:1,15 Jul 2022,-,-,08 Jul 2022,14 Jul 2022,-,1:1
696,542232,SRD,Shankar Lal Rampal Dye-Chem Ltd,14 Jul 2022,Bonus issue 2:1,15 Jul 2022,-,-,08 Jul 2022,14 Jul 2022,-,2:1
697,542020,AKI,AKI India Ltd,19 Jul 2022,Bonus issue 3:10,20 Jul 2022,-,-,13 Jul 2022,19 Jul 2022,-,3:10
698,539143,PANTH,Panth Infinity Ltd,19 Jul 2022,Bonus issue 1:2,19 Jul 2022,-,-,13 Jul 2022,19 Jul 2022,-,1:2
699,541601,RAJNISH,Rajnish Wellness Ltd,21 Jul 2022,Bonus issue 2:1,22 Jul 2022,-,-,15 Jul 2022,21 Jul 2022,-,2:1
700,539760,RELICAB,Relicab Cable Manufacturing Ltd,22 Jul 2022,Bonus issue 74:100,25 Jul 2022,-,-,18 Jul 2022,22 Jul 2022,-,74:100
701,541276,HARDWYN,Hardwyn India Ltd,25 Jul 2022,Bonus issue 1:2,26 Jul 2022,-,-,19 Jul 2022,25 Jul 2022,-,1:2
702,532955,RECLTD,REC Ltd,17 Aug 2022,Bonus issue 1:3,18 Aug 2022,-,-,08 Aug 2022,17 Aug 2022,-,1:3
703,541967,SKYGOLD,Sky Gold Ltd,01 Sep 2022,Bonus issue 1:1,03 Sep 2022,-,-,26 Aug 2022,01 Sep 2022,-,1:1
704,540455,ESCORP,Escorp Asset Management Ltd,06 Sep 2022,Bonus issue 2:3,06 Sep 2022,-,-,30 Aug 2022,06 Sep 2022,-,2:3
705,532155,GAIL,Gail (India) Ltd,06 Sep 2022,Bonus issue 1:2,07 Sep 2022,-,-,30 Aug 2022,06 Sep 2022,-,1:2
706,514448,JYOTIRES,Jyoti Resins & Adhesives Ltd,08 Sep 2022,Bonus issue 2:1,09 Sep 2022,-,-,02 Sep 2022,08 Sep 2022,-,2:1
707,532221,SONATSOFTW,Sonata Software Ltd,08 Sep 2022,Bonus issue 1:3,10 Sep 2022,-,-,05 Sep 2022,08 Sep 2022,-,1:3
708,532978,BAJAJFINSV,Bajaj Finserv Ltd,13 Sep 2022,Bonus issue 1:1,14 Sep 2022,-,-,07 Sep 2022,13 Sep 2022,-,1:1
709,500049,BEL,Bharat Electronics Ltd,15 Sep 2022,Bonus issue 2:1,16 Sep 2022,-,-,09 Sep 2022,15 Sep 2022,-,2:1
710,542666,GKP,G. K. P. Printing & Packaging Ltd,16 Sep 2022,Bonus issue 1:2,19 Sep 2022,-,-,12 Sep 2022,16 Sep 2022,-,1:2
711,542770,ALPHALOGIC,Alphalogic Techsys Ltd,21 Sep 2022,Bonus issue 1:2,21 Sep 2022,-,-,15 Sep 2022,21 Sep 2022,-,1:2
712,532927,ECLERX,eClerx Services Ltd,21 Sep 2022,Bonus issue 1:2,22 Sep 2022,-,-,15 Sep 2022,21 Sep 2022,-,1:2
713,540377,IFL,IFL Enterprises Ltd,21 Sep 2022,Bonus issue 1:1,21 Sep 2022,-,-,15 Sep 2022,21 Sep 2022,-,1:1
714,542019,SHUBHAM,Shubham Polyspin Ltd,21 Sep 2022,Bonus issue 1:10,22 Sep 2022,-,-,15 Sep 2022,21 Sep 2022,-,1:10
715,531358,CHOICEIN,Choice International Ltd,22 Sep 2022,Bonus issue 1:1,23 Sep 2022,-,-,16 Sep 2022,22 Sep 2022,-,1:1
716,511092,JMDVL,JMD Ventures Ltd,23 Sep 2022,Bonus issue 1:1,23 Sep 2022,-,-,19 Sep 2022,23 Sep 2022,-,1:1
717,503169,RUBYMILLS,Ruby Mills Ltd,23 Sep 2022,Bonus issue 1:1,26 Sep 2022,-,-,22 Sep 2022,23 Sep 2022,-,1:1
718,505688,BHARATGEAR,Bharat Gears Ltd,27 Sep 2022,Bonus issue 1:2,28 Sep 2022,-,-,21 Sep 2022,27 Sep 2022,-,1:2
719,533090,EXCEL,Excel Realty N Infra Ltd,28 Sep 2022,Bonus issue 1:2,28 Sep 2022,-,-,22 Sep 2022,28 Sep 2022,-,1:2
720,532626,POCL,Pondy Oxides & Chemicals Ltd,28 Sep 2022,Bonus issue 1:1,29 Sep 2022,-,-,22 Sep 2022,28 Sep 2022,-,1:1
721,522281,RAMRAT,Ram Ratna Wires Ltd-$,28 Sep 2022,Bonus issue 1:1,29 Sep 2022,-,-,22 Sep 2022,28 Sep 2022,-,1:1
722,532851,INSECTICID,Insecticides (India) Ltd,30 Sep 2022,Bonus issue 1:2,03 Oct 2022,-,-,28 Sep 2022,30 Sep 2022,-,1:2
723,542446,JONJUA,Jonjua Overseas Ltd,03 Oct 2022,Bonus issue 4:23,03 Oct 2022,-,-,27 Sep 2022,03 Oct 2022,-,4:23
724,517334,MOTHERSON,Samvardhana Motherson International Ltd,03 Oct 2022,Bonus issue 1:2,05 Oct 2022,-,-,28 Sep 2022,03 Oct 2022,-,1:2
725,540550,YUG,Yug Decor Ltd,03 Oct 2022,Bonus issue 1:2,03 Oct 2022,-,-,28 Sep 2022,03 Oct 2022,-,1:2
726,512153,MLINDLTD,M Lakhamsi Industries Ltd,04 Oct 2022,Bonus issue 6:1,05 Oct 2022,-,-,29 Sep 2022,04 Oct 2022,-,6:1
727,533227,AHLEAST,Asian Hotels (East) Ltd,06 Oct 2022,Bonus issue 1:2,07 Oct 2022,-,-,29 Sep 2022,06 Oct 2022,-,1:2
728,512091,NIBEORD,Nibe Ordnance and Maritime Ltd,07 Oct 2022,Bonus issue 4:1,07 Oct 2022,-,-,30 Sep 2022,07 Oct 2022,-,4:1
729,512097,SAICOM,Saianand Commercial Ltd,07 Oct 2022,Bonus issue 1:1,08 Oct 2022,-,-,07 Oct 2022,07 Oct 2022,-,1:1
730,532785,RUCHIRA,Ruchira Papers Ltd,10 Oct 2022,Bonus issue 1:10,11 Oct 2022,-,-,04 Oct 2022,10 Oct 2022,-,1:10
731,540756,KAARYAFSL,Kaarya Facilities and Services Ltd,12 Oct 2022,Bonus issue 1:1,12 Oct 2022,-,-,06 Oct 2022,12 Oct 2022,-,1:1
732,513097,SBCL,Shivalik Bimetal Controls Ltd,12 Oct 2022,Bonus issue 1:2,13 Oct 2022,-,-,06 Oct 2022,12 Oct 2022,-,1:2
733,543234,SECMARK,SecMark Consultancy Ltd,12 Oct 2022,Bonus issue 3:2,12 Oct 2022,-,-,06 Oct 2022,12 Oct 2022,-,3:2
734,543324,GCSL,Gretex Corporate Services Ltd,13 Oct 2022,Bonus issue 8:1,13 Oct 2022,-,-,07 Oct 2022,13 Oct 2022,-,8:1
735,540252,VSL,Veeram Securities Ltd,14 Oct 2022,Bonus issue 1:2,15 Oct 2022,-,-,11 Oct 2022,14 Oct 2022,-,1:2
736,541338,UHZAVERI,U. H. Zaveri Ltd,19 Oct 2022,Bonus issue 2:3,19 Oct 2022,-,-,13 Oct 2022,19 Oct 2022,-,2:3
737,543236,ATAM,Atam Valves Ltd,21 Oct 2022,Bonus issue 1:1,24 Oct 2022,-,-,18 Oct 2022,24 Oct 2022,-,1:1
738,540175,REGENCY,Regency Fincorp Ltd,21 Oct 2022,Bonus issue 1:1,21 Oct 2022,-,-,17 Oct 2022,20 Oct 2022,-,1:1
739,512099,EY,Eyantra Ventures Ltd,09 Nov 2022,Bonus issue 5:1,09 Nov 2022,-,-,02 Nov 2022,09 Nov 2022,-,5:1
740,543384,NYKAA,FSN E-Commerce Ventures Ltd,10 Nov 2022,Bonus issue 5:1,11 Nov 2022,-,-,03 Nov 2022,10 Nov 2022,-,5:1
741,533761,GPTINFRA,GPT Infraprojects Ltd,11 Nov 2022,Bonus issue 1:1,12 Nov 2022,-,-,11 Nov 2022,11 Nov 2022,-,1:1
742,543539,MODIS,Modis Navnirman Ltd,15 Nov 2022,Bonus issue 3:1,15 Nov 2022,-,-,15 Nov 2022,15 Nov 2022,-,3:1
743,543498,MSUMI,Motherson Sumi Wiring India Ltd,16 Nov 2022,Bonus issue 2:5,17 Nov 2022,-,-,10 Nov 2022,16 Nov 2022,-,2:5
744,543272,EASEMYTRIP,Easy Trip Planners Ltd,21 Nov 2022,Bonus issue 3:1,22 Nov 2022,-,-,15 Nov 2022,21 Nov 2022,-,3:1
745,539986,COMSYN,Commercial Syn Bags Ltd,25 Nov 2022,Bonus issue 2:1,25 Nov 2022,-,-,21 Nov 2022,25 Nov 2022,-,2:1
746,500265,MAHSEAMLES,Maharashtra Seamless Ltd,25 Nov 2022,Bonus issue 1:1,28 Nov 2022,-,-,22 Nov 2022,25 Nov 2022,-,1:1
747,503657,VEERENRGY,Veer Energy & Infrastructure Ltd,25 Nov 2022,Bonus issue 3:10,25 Nov 2022,-,-,21 Nov 2022,25 Nov 2022,-,3:10
748,540615,7NR,7NR Retail Ltd,28 Nov 2022,Bonus issue 1:5,28 Nov 2022,-,-,22 Nov 2022,28 Nov 2022,-,1:5
749,542924,JANUSCORP,Janus Corporation Ltd,28 Nov 2022,Bonus issue 4:3,28 Nov 2022,-,-,22 Nov 2022,28 Nov 2022,-,4:3
750,543305,NAVODAYENT,Navoday Enterprises Ltd,29 Nov 2022,Bonus issue 1:1,29 Nov 2022,-,-,23 Nov 2022,29 Nov 2022,-,1:1
751,540073,BLS,BLS International Services Ltd,08 Dec 2022,Bonus issue 1:1,10 Dec 2022,-,-,05 Dec 2022,08 Dec 2022,-,1:1
752,539277,ALSTONE,Alstone Textiles (India) Ltd,14 Dec 2022,Bonus issue 9:1,14 Dec 2022,-,-,08 Dec 2022,14 Dec 2022,-,9:1
753,540403,CLEDUCATE,CL Educate Ltd,16 Dec 2022,Bonus issue 1:1,16 Dec 2022,-,-,12 Dec 2022,16 Dec 2022,-,1:1
754,542351,GLOSTERLTD,Gloster Ltd,16 Dec 2022,Bonus issue 1:1,17 Dec 2022,-,-,13 Dec 2022,16 Dec 2022,-,1:1
755,539017,STARHFL,Star Housing Finance Ltd,16 Dec 2022,Bonus issue 1:1,16 Dec 2022,-,-,12 Dec 2022,16 Dec 2022,-,1:1
756,531930,SARTHAKIND,Sarthak Industries Ltd,20 Dec 2022,Bonus issue 1:3,20 Dec 2022,-,-,14 Dec 2022,20 Dec 2022,-,1:3
757,540203,SFL,Sheela Foam Ltd,21 Dec 2022,Bonus issue 1:1,22 Dec 2022,-,-,15 Dec 2022,21 Dec 2022,-,1:1
758,523539,PRECWIRE,Precision Wires India Ltd,22 Dec 2022,Bonus issue 1:2,22 Dec 2022,-,-,16 Dec 2022,22 Dec 2022,-,1:2
759,541400,ZIMLAB,Zim Laboratories Ltd,22 Dec 2022,Bonus issue 2:1,22 Dec 2022,-,-,16 Dec 2022,22 Dec 2022,-,2:1
760,543230,ADVAIT,Advait Energy Transitions Ltd,28 Dec 2022,Bonus issue 1:1,28 Dec 2022,-,-,22 Dec 2022,28 Dec 2022,-,1:1
761,538668,MIIL,Meghna Infracon Infrastructure Ltd,30 Dec 2022,Bonus issue 15:10,31 Dec 2022,-,-,27 Dec 2022,30 Dec 2022,-,15:10
762,543239,GMPL,G M Polyplast Ltd,04 Jan 2023,Bonus issue 6:1,04 Jan 2023,-,-,29 Dec 2022,04 Jan 2023,-,6:1
763,543625,SECURCRED,SecUR Credentials Ltd,04 Jan 2023,Bonus issue 3:1,04 Jan 2023,-,-,29 Dec 2022,04 Jan 2023,-,3:1
764,540266,GLCL,Globe Commercials Ltd,06 Jan 2023,Bonus issue 1:1,07 Jan 2023,-,-,03 Jan 2023,06 Jan 2023,-,1:1
765,539309,RAMASTEEL,Rama Steel Tubes Ltd,06 Jan 2023,Bonus issue 4:1,06 Jan 2023,-,-,02 Jan 2023,06 Jan 2023,-,4:1
766,542323,KPIGREEN,KPI Green Energy Ltd,18 Jan 2023,Bonus issue 1:1,18 Jan 2023,-,-,12 Jan 2023,18 Jan 2023,-,1:1
767,542668,EVANS,Evans Electric Ltd,10 Feb 2023,Bonus issue 1:1,10 Feb 2023,-,-,06 Feb 2023,10 Feb 2023,-,1:1
768,543670,VINNY,Vinny Overseas Ltd,24 Feb 2023,Bonus issue 13:10,24 Feb 2023,-,-,20 Feb 2023,24 Feb 2023,-,13:10
769,543544,JAYANT,Jayant Infratech Ltd,01 Mar 2023,Bonus issue 2:1,01 Mar 2023,-,-,27 Feb 2023,01 Mar 2023,-,2:1
770,542772,360ONE,360 ONE WAM LTD,02 Mar 2023,Bonus issue 1:1,02 Mar 2023,-,-,24 Feb 2023,02 Mar 2023,-,1:1
771,538817,CAPPIPES,Captain Pipes Ltd,03 Mar 2023,Bonus issue 2:1,03 Mar 2023,-,-,27 Feb 2023,03 Mar 2023,-,2:1
772,543590,RHETAN,Rhetan TMT Ltd,10 Mar 2023,Bonus issue 11:4,10 Mar 2023,-,-,03 Mar 2023,10 Mar 2023,-,11:4
773,532830,ASTRAL,Astral Ltd,14 Mar 2023,Bonus issue 1:3,14 Mar 2023,-,-,08 Mar 2023,14 Mar 2023,-,1:3
774,538891,MCLOUD,Magellanic Cloud Ltd,21 Mar 2023,Bonus issue 3:1,22 Mar 2023,-,-,16 Mar 2023,22 Mar 2023,-,3:1
775,539222,GROWINGTON,Growington Ventures India Ltd,24 Mar 2023,Bonus issue 24:100,25 Mar 2023,-,-,20 Mar 2023,24 Mar 2023,-,24:100
776,530263,GLOBALCA,Global Capital Markets Ltd,20 Apr 2023,Bonus issue 6:10,20 Apr 2023,-,-,13 Apr 2023,20 Apr 2023,-,6:10
777,540377,IFL,IFL Enterprises Ltd,21 Apr 2023,Bonus issue 1:4,21 Apr 2023,-,-,17 Apr 2023,21 Apr 2023,-,1:4
778,538794,JETSOLAR,Jet Solar Ltd,21 Apr 2023,Bonus issue 1:1,21 Apr 2023,-,-,17 Apr 2023,21 Apr 2023,-,1:1
779,511658,NETTLINX,Nettlinx Ltd,24 Apr 2023,Bonus issue 1:1,24 Apr 2023,-,-,18 Apr 2023,24 Apr 2023,-,1:1
780,543499,ACHYUT,Achyut Healthcare Ltd,25 Apr 2023,Bonus issue 1:2,25 Apr 2023,-,-,19 Apr 2023,25 Apr 2023,-,1:2
781,540079,SPRAYKING,Sprayking Ltd,28 Apr 2023,Bonus issue 2:3,30 Apr 2023,-,-,25 Apr 2023,28 Apr 2023,-,2:3
782,540914,SRUSTEELS,SRU Steels Ltd,03 May 2023,Bonus issue 1:2,03 May 2023,-,-,27 Apr 2023,03 May 2023,-,1:2
783,543686,SIRCA,Sirca Paints India Ltd,11 May 2023,Bonus issue 1:1,11 May 2023,-,-,04 May 2023,11 May 2023,-,1:1
784,540953,KENVI,Kenvi Jewels Ltd,19 May 2023,Bonus issue 1:4,19 May 2023,-,-,18 May 2023,19 May 2023,-,1:4
785,543545,VEERKRUPA,Veerkrupa Jewellers Ltd,19 May 2023,Bonus issue 2:3,19 May 2023,-,-,15 May 2023,19 May 2023,-,2:3
786,534392,VSSL,Vardhman Special Steels Ltd,26 May 2023,Bonus issue 1:1,26 May 2023,-,-,24 May 2023,26 May 2023,-,1:1
787,543287,LODHA,Macrotech Developers Ltd,31 May 2023,Bonus issue 1:1,31 May 2023,-,-,25 May 2023,31 May 2023,-,1:1
788,541276,HARDWYN,Hardwyn India Ltd,05 Jun 2023,Bonus issue 1:3,05 Jun 2023,-,-,30 May 2023,05 Jun 2023,-,1:3
789,512247,ASHCAP,Ashirwad Capital Ltd,19 Jun 2023,Bonus issue 1:2,19 Jun 2023,-,-,13 Jun 2023,19 Jun 2023,-,1:2
790,500067,BLUESTARCO,Blue Star Ltd,20 Jun 2023,Bonus issue 1:1,20 Jun 2023,-,-,14 Jun 2023,20 Jun 2023,-,1:1
791,532457,GULPOLY,Gulshan Polyols Ltd,21 Jun 2023,Bonus issue 1:5,21 Jun 2023,-,-,15 Jun 2023,21 Jun 2023,-,1:5
792,542726,INDIAMART,IndiaMART InterMESH Ltd,21 Jun 2023,Bonus issue 1:1,21 Jun 2023,-,-,15 Jun 2023,21 Jun 2023,-,1:1
793,543547,DDEVPLSTIK,Ddev Plastiks Industries Ltd,30 Jun 2023,Bonus issue 1:10,30 Jun 2023,-,-,23 Jun 2023,30 Jun 2023,-,1:10
794,500165,KANSAINER,Kansai Nerolac Paints Ltd,04 Jul 2023,Bonus issue 1:2,04 Jul 2023,-,-,27 Jun 2023,04 Jul 2023,-,1:2
795,500052,BEPL,Bhansali Engineering Polymers Ltd-$,05 Jul 2023,Bonus issue 1:2,05 Jul 2023,-,-,28 Jun 2023,05 Jul 2023,-,1:2
796,506642,SADHNANIQ,Sadhana Nitro Chem Ltd,05 Jul 2023,Bonus issue 2:9,05 Jul 2023,-,-,04 Jul 2023,05 Jul 2023,-,2:9
797,542774,MUFIN,Mufin Green Finance Ltd,07 Jul 2023,Bonus issue 2:1,07 Jul 2023,-,-,03 Jul 2023,07 Jul 2023,-,2:1
798,517500,ROTO,Roto Pumps Ltd,07 Jul 2023,Bonus issue 1:1,08 Jul 2023,-,-,04 Jul 2023,07 Jul 2023,-,1:1
799,505685,TAPARIA,Taparia Tools Ltd,11 Jul 2023,Bonus issue 4:1,11 Jul 2023,-,-,06 Jul 2023,11 Jul 2023,-,4:1
800,532475,APTECHT,Aptech Ltd,14 Jul 2023,Bonus issue 2:5,14 Jul 2023,-,-,10 Jul 2023,14 Jul 2023,-,2:5
801,533158,THANGAMAYL,Thangamayil Jewellery Ltd,17 Jul 2023,Bonus issue 1:1,17 Jul 2023,-,-,12 Jul 2023,17 Jul 2023,-,1:1
802,542437,ANMOL,Anmol India Ltd,18 Jul 2023,Bonus issue 4:1,18 Jul 2023,-,-,12 Jul 2023,18 Jul 2023,-,4:1
803,540360,LLFICL,Leading Leasing Finance And Investment Company Ltd,20 Jul 2023,Bonus issue 1:1,20 Jul 2023,-,-,14 Jul 2023,20 Jul 2023,-,1:1
804,543214,NDRAUTO,NDR Auto Components Ltd,24 Jul 2023,Bonus issue 1:1,24 Jul 2023,-,-,18 Jul 2023,24 Jul 2023,-,1:1
805,542654,VRFILMS,V R Films & Studios Ltd,26 Jul 2023,Bonus issue 7:1,26 Jul 2023,-,-,20 Jul 2023,26 Jul 2023,-,7:1
806,532906,MAANALU,Maan Aluminium Ltd,27 Jul 2023,Bonus issue 1:1,27 Jul 2023,-,-,21 Jul 2023,27 Jul 2023,-,1:1
807,539561,REMLIFE,Remedium Lifecare Ltd,28 Jul 2023,Bonus issue 9:5,29 Jul 2023,-,-,25 Jul 2023,28 Jul 2023,-,9:5
808,540693,SHISHIND,Shish Industries Ltd,28 Jul 2023,Bonus issue 2:1,28 Jul 2023,-,-,26 Jul 2023,28 Jul 2023,-,2:1
809,543747,KAMOPAINTS,Kamdhenu Ventures Ltd,01 Aug 2023,Bonus issue 1:1,01 Aug 2023,-,-,26 Jul 2023,01 Aug 2023,-,1:1
810,539843,NINSYS,NINtec Systems Ltd,03 Aug 2023,Bonus issue 4:5,03 Aug 2023,-,-,28 Jul 2023,03 Aug 2023,-,4:5
811,539837,RPEL,Raghav Productivity Enhancers Ltd,08 Aug 2023,Bonus issue 1:1,08 Aug 2023,-,-,02 Aug 2023,08 Aug 2023,-,1:1
812,509048,LANCORHOL,Lancor Holdings Ltd,18 Aug 2023,Bonus issue 1:2,18 Aug 2023,-,-,10 Aug 2023,18 Aug 2023,-,1:2
813,543241,VGIL,Veer Global Infraconstruction Ltd,22 Aug 2023,Bonus issue 1:1,22 Aug 2023,-,-,14 Aug 2023,22 Aug 2023,-,1:1
814,543312,FOCUS,Focus Business Solution Ltd,23 Aug 2023,Bonus issue 4:5,23 Aug 2023,-,-,17 Aug 2023,23 Aug 2023,-,4:5
815,541304,INDOUS,Indo Us Bio-Tech Ltd,29 Aug 2023,Bonus issue 1:1,29 Aug 2023,-,-,23 Aug 2023,29 Aug 2023,-,1:1
816,540124,GNA,G N A Axles Ltd,01 Sep 2023,Bonus issue 1:1,02 Sep 2023,-,-,29 Aug 2023,01 Sep 2023,-,1:1
817,541735,VIVANTA,Vivanta Industries Ltd,05 Sep 2023,Bonus issue 1:4,05 Sep 2023,-,-,30 Aug 2023,05 Sep 2023,-,1:4
818,531201,SHILCTECH,Shilchar Technologies Ltd,06 Sep 2023,Bonus issue 1:1,06 Sep 2023,-,-,01 Sep 2023,06 Sep 2023,-,1:1
819,534600,JTLIND,JTL Industries Ltd,07 Sep 2023,Bonus issue 1:1,07 Sep 2023,-,-,01 Sep 2023,07 Sep 2023,-,1:1
820,543515,SEML,Sunrise Efficient Marketing Ltd,08 Sep 2023,Bonus issue 1:1,09 Sep 2023,-,-,05 Sep 2023,08 Sep 2023,-,1:1
821,532898,POWERGRID,Power Grid Corporation of India Ltd,12 Sep 2023,Bonus issue 1:3,12 Sep 2023,-,-,06 Sep 2023,12 Sep 2023,-,1:3
822,543688,SARVESHWAR,Sarveshwar Foods Ltd,15 Sep 2023,Bonus issue 2:1,15 Sep 2023,-,-,11 Sep 2023,15 Sep 2023,-,2:1
823,530475,TINNARUBR,Tinna Rubber and Infrastructure Ltd,15 Sep 2023,Bonus issue 1:1,16 Sep 2023,-,-,12 Sep 2023,15 Sep 2023,-,1:1
824,540361,DANUBE,Danube Industries Ltd,20 Sep 2023,Bonus issue 1:1,20 Sep 2023,-,-,20 Sep 2023,20 Sep 2023,-,1:1
825,532810,PFC,Power Finance Corporation Ltd,21 Sep 2023,Bonus issue 1:4,21 Sep 2023,-,-,15 Sep 2023,21 Sep 2023,-,1:4
826,509480,BERGEPAINT,Berger Paints India Ltd,22 Sep 2023,Bonus issue 1:5,23 Sep 2023,-,-,20 Sep 2023,22 Sep 2023,-,1:5
827,539841,LANCER,Lancer Container Lines Ltd,22 Sep 2023,Bonus issue 2:1,23 Sep 2023,-,-,18 Sep 2023,22 Sep 2023,-,2:1
828,511523,VEERHEALTH,Veerhealth Care Ltd,22 Sep 2023,Bonus issue 1:1,22 Sep 2023,-,-,20 Sep 2023,22 Sep 2023,-,1:1
829,540550,YUG,Yug Decor Ltd,05 Oct 2023,Bonus issue 15:100,05 Oct 2023,-,-,27 Sep 2023,05 Oct 2023,-,15:100
830,542446,JONJUA,Jonjua Overseas Ltd,10 Oct 2023,Bonus issue 9:50,10 Oct 2023,-,-,04 Oct 2023,10 Oct 2023,-,9:50
831,521048,ADVLIFE,Advance Lifestyles Ltd,13 Oct 2023,Bonus issue 1:1,13 Oct 2023,-,-,09 Oct 2023,13 Oct 2023,-,1:1
832,543262,MRP,MRP Agro Ltd,13 Oct 2023,Bonus issue 2:1,13 Oct 2023,-,-,09 Oct 2023,13 Oct 2023,-,2:1
833,540358,RMC,RMC Switchgears Ltd,13 Oct 2023,Bonus issue 1:2,13 Oct 2023,-,-,09 Oct 2023,13 Oct 2023,-,1:2
834,542851,GENSOL,Gensol Engineering Ltd,17 Oct 2023,Bonus issue 2:1,17 Oct 2023,-,-,11 Oct 2023,17 Oct 2023,-,2:1
835,532468,KAMAHOLD,Kama Holdings Ltd-$,17 Oct 2023,Bonus issue 4:1,17 Oct 2023,-,-,11 Oct 2023,17 Oct 2023,-,4:1
