,Unnamed: 0,Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date,type,dividend
5166,5166,531489,CGVAK,CG Vak Software & Exports Ltd,07 Aug 2013,Dividend - Rs. - 0.5000,-,12 Aug 2013,23 Aug 2013,02 Aug 2013,08 Aug 2013,16 Sep 2013,Dividend, 0.5000
5167,5167,500092,CRISIL,CRISIL Ltd,07 Aug 2013,Interim Dividend - Rs. - 3.0000,08 Aug 2013,-,-,01 Aug 2013,07 Aug 2013,16 Aug 2013,Interim Dividend, 3.0000
5168,5168,505255,GMMPFAUDLR,GMM Pfaudler Ltd,07 Aug 2013,Interim Dividend - Rs. - 0.7000,08 Aug 2013,-,-,01 Aug 2013,07 Aug 2013,29 Aug 2013,Interim Dividend, 0.7000
5169,5169,524669,HESTERBIO,Hester Biosciences Ltd,07 Aug 2013,Dividend - Rs. - 2.0000,-,10 Aug 2013,14 Aug 2013,02 Aug 2013,07 Aug 2013,-,Dividend, 2.0000
5170,5170,532714,KEC,KEC International Ltd,07 Aug 2013,Dividend - Rs. - 0.5000,-,10 Aug 2013,21 Aug 2013,02 Aug 2013,07 Aug 2013,-,Dividend, 0.5000
5171,5171,515093,MADHAV,Madhav Marbles & Granites Ltd,07 Aug 2013,Dividend - Rs. - 1.0000,-,12 Aug 2013,17 Aug 2013,02 Aug 2013,08 Aug 2013,-,Dividend, 1.0000
5172,5172,533344,PFS,PTC India Financial Services Ltd,07 Aug 2013,Dividend - Rs. - 0.4000,-,12 Aug 2013,19 Aug 2013,02 Aug 2013,08 Aug 2013,-,Dividend, 0.4000
5173,5173,533239,PRAKASHSTL,Prakash Steelage Ltd,07 Aug 2013,Final Dividend - Rs. - 1.0000,-,09 Aug 2013,14 Aug 2013,02 Aug 2013,07 Aug 2013,-,Final Dividend, 1.0000
5174,5174,532524,PTC,PTC India Ltd,07 Aug 2013,Dividend - Rs. - 1.6000,-,12 Aug 2013,19 Aug 2013,02 Aug 2013,08 Aug 2013,-,Dividend, 1.6000
5175,5175,500360,RAPICUT,Rapicut Carbides Ltd,07 Aug 2013,Dividend - Rs. - 4.0000,-,09 Aug 2013,12 Aug 2013,02 Aug 2013,07 Aug 2013,07 Oct 2013,Dividend, 4.0000
5176,5176,532733,SUNTV,Sun TV Network Ltd,07 Aug 2013,Interim Dividend - Rs. - 2.2500,08 Aug 2013,-,-,01 Aug 2013,07 Aug 2013,-,Interim Dividend, 2.2500
5177,5177,531266,VSTTILLERS,VST Tillers Tractors Ltd-$,07 Aug 2013,Dividend - Rs. - 9.0000,-,10 Aug 2013,14 Aug 2013,02 Aug 2013,07 Aug 2013,-,Dividend, 9.0000
5178,5178,500343,AMJLAND,AMJ Land Holdings Ltd,08 Aug 2013,Dividend - Rs. - 0.3000,-,13 Aug 2013,24 Aug 2013,05 Aug 2013,12 Aug 2013,03 Sep 2013,Dividend, 0.3000
5179,5179,505700,ELECON,Elecon Engineering Company Ltd,08 Aug 2013,Dividend - Rs. - 1.0000,-,13 Aug 2013,16 Aug 2013,05 Aug 2013,12 Aug 2013,-,Dividend, 1.0000
5180,5180,532424,GODREJCP,Godrej Consumer Products Ltd,08 Aug 2013,Interim Dividend - Rs. - 1.0000,12 Aug 2013,-,-,02 Aug 2013,08 Aug 2013,28 Aug 2013,Interim Dividend, 1.0000
5181,5181,532482,GRANULES,Granules India Ltd-$,08 Aug 2013,Final Dividend - Rs. - 2.0000,-,13 Aug 2013,19 Aug 2013,05 Aug 2013,12 Aug 2013,-,Final Dividend, 2.0000
5182,5182,533217,HMVL,Hindustan Media Ventures Ltd,08 Aug 2013,Dividend - Rs. - 1.2000,-,13 Aug 2013,19 Aug 2013,05 Aug 2013,12 Aug 2013,-,Dividend, 1.2000
5183,5183,532940,JKIL,J. Kumar Infraprojects Ltd,08 Aug 2013,Dividend - Rs. - 3.5000,-,13 Aug 2013,26 Aug 2013,05 Aug 2013,12 Aug 2013,-,Dividend, 3.5000
5184,5184,530331,PREMCO,Premco Global Ltd-$,08 Aug 2013,Dividend - Rs. - 1.8000,-,13 Aug 2013,19 Aug 2013,05 Aug 2013,12 Aug 2013,-,Dividend, 1.8000
5185,5185,590005,VEEDOL,Veedol Corporation Ltd,08 Aug 2013,Final Dividend - Rs. - 150.0000,-,13 Aug 2013,19 Aug 2013,05 Aug 2013,12 Aug 2013,-,Final Dividend, 150.0000
5186,5186,530499,AKCAPIT,AK Capital Services Ltd,12 Aug 2013,Final Dividend - Rs. - 6.0000,-,14 Aug 2013,17 Aug 2013,06 Aug 2013,13 Aug 2013,-,Final Dividend, 6.0000
5187,5187,506285,BAYERCROP,Bayer CropScience Ltd,12 Aug 2013,Dividend - Rs. - 5.0000,-,14 Aug 2013,29 Aug 2013,06 Aug 2013,13 Aug 2013,03 Sep 2013,Dividend, 5.0000
5188,5188,506981,BLUECHIPT,Bluechip Tex Industries Ltd,12 Aug 2013,Final Dividend - Rs. - 0.9000,-,14 Aug 2013,21 Aug 2013,06 Aug 2013,13 Aug 2013,-,Final Dividend, 0.9000
5189,5189,500878,CEATLTD,Ceat Ltd,12 Aug 2013,Dividend - Rs. - 4.0000,-,14 Aug 2013,22 Aug 2013,06 Aug 2013,13 Aug 2013,-,Dividend, 4.0000
5190,5190,532178,ENGINERSIN,Engineers India Ltd,12 Aug 2013,Final Dividend - Rs. - 3.0000,-,14 Aug 2013,23 Aug 2013,06 Aug 2013,13 Aug 2013,-,Final Dividend, 3.0000
5191,5191,532947,IRB,IRB Infrastructure Developers Ltd,12 Aug 2013,Interim Dividend - Rs. - 2.0000,13 Aug 2013,-,-,05 Aug 2013,12 Aug 2013,26 Aug 2013,Interim Dividend, 2.0000
5192,5192,503100,PHOENIXLTD,The Phoenix Mills Ltd,12 Aug 2013,Dividend - Rs. - 2.2000,-,14 Aug 2013,21 Aug 2013,06 Aug 2013,13 Aug 2013,-,Dividend, 2.2000
5193,5193,500770,TATACHEM,Tata Chemicals Ltd,12 Aug 2013,Dividend - Rs. - 10.0000,-,14 Aug 2013,26 Aug 2013,06 Aug 2013,13 Aug 2013,30 Aug 2013,Dividend, 10.0000
5194,5194,502015,ASIIL,ASI Industries Ltd,13 Aug 2013,Dividend - Rs. - 1.2500,-,16 Aug 2013,23 Aug 2013,07 Aug 2013,14 Aug 2013,-,Dividend, 1.2500
5195,5195,533095,BENGALASM,Bengal & Assam Company Ltd,13 Aug 2013,Dividend - Rs. - 4.0000,-,16 Aug 2013,23 Aug 2013,07 Aug 2013,14 Aug 2013,18 Sep 2013,Dividend, 4.0000
5196,5196,532927,ECLERX,eClerx Services Ltd,13 Aug 2013,Final Dividend - Rs. - 25.0000,-,16 Aug 2013,22 Aug 2013,07 Aug 2013,14 Aug 2013,-,Final Dividend, 25.0000
5197,5197,500128,ELECTCAST,Electrosteel Castings Ltd,13 Aug 2013,Dividend - Rs. - 0.5000,-,16 Aug 2013,22 Aug 2013,07 Aug 2013,14 Aug 2013,-,Dividend, 0.5000
5198,5198,532216,HBSL,HB Stockholdings Ltd,13 Aug 2013,Dividend - Rs. - 1.0000,-,16 Aug 2013,23 Aug 2013,07 Aug 2013,14 Aug 2013,-,Dividend, 1.0000
5199,5199,524735,HIKAL,Hikal Ltd,13 Aug 2013,Dividend - Rs. - 2.5000,-,16 Aug 2013,22 Aug 2013,07 Aug 2013,14 Aug 2013,12 Sep 2013,Dividend, 2.5000
5200,5200,531253,INDGELA,India Gelatine & Chemicals Ltd-$,13 Aug 2013,Dividend - Rs. - 3.0000,-,15 Aug 2013,23 Aug 2013,07 Aug 2013,13 Aug 2013,-,Dividend, 3.0000
5201,5201,524342,INDOBORAX,Indo Borax & Chemicals Ltd-$,13 Aug 2013,Final Dividend - Rs. - 1.5000,-,16 Aug 2013,22 Aug 2013,07 Aug 2013,14 Aug 2013,-,Final Dividend, 1.5000
5202,5202,532732,KKCL,Kewal Kiran Clothing Ltd,13 Aug 2013,Final Dividend - Rs. - 1.0000,-,15 Aug 2013,22 Aug 2013,07 Aug 2013,13 Aug 2013,-,Final Dividend, 1.0000
5203,5203,500510,LT,Larsen & Toubro Ltd,13 Aug 2013,Dividend - Rs. - 12.3300,-,16 Aug 2013,22 Aug 2013,07 Aug 2013,14 Aug 2013,-,Dividend, 12.3300
5204,5204,532500,MARUTI,Maruti Suzuki India Ltd,13 Aug 2013,Dividend - Rs. - 8.0000,-,16 Aug 2013,27 Aug 2013,07 Aug 2013,14 Aug 2013,-,Dividend, 8.0000
5205,5205,523828,MENONBE,Menon Bearings Ltd-$,13 Aug 2013,Dividend - Rs. - 2.0000,-,16 Aug 2013,21 Aug 2013,07 Aug 2013,14 Aug 2013,-,Dividend, 2.0000
5206,5206,532762,ACE,Action Construction Equipment Ltd,14 Aug 2013,Dividend - Rs. - 0.2000,-,19 Aug 2013,23 Aug 2013,08 Aug 2013,16 Aug 2013,-,Dividend, 0.2000
5207,5207,522273,AHMDSTE,Ahmedabad Steelcraft Ltd,14 Aug 2013,Dividend - Rs. - 1.0000,-,17 Aug 2013,22 Aug 2013,08 Aug 2013,14 Aug 2013,-,Dividend, 1.0000
5208,5208,590062,ANDHRSUGAR,Andhra Sugars Ltd,14 Aug 2013,Dividend - Rs. - 6.0000,-,17 Aug 2013,26 Aug 2013,14 Aug 2013,14 Aug 2013,-,Dividend, 6.0000
5209,5209,503722,BANSWRAS,Banswara Syntex Ltd-$,14 Aug 2013,Dividend - Rs. - 1.5000,-,17 Aug 2013,24 Aug 2013,08 Aug 2013,14 Aug 2013,-,Dividend, 1.5000
5210,5210,508136,BNALTD,B & A Ltd,14 Aug 2013,Final Dividend - Rs. - 2.5000,-,17 Aug 2013,27 Aug 2013,08 Aug 2013,14 Aug 2013,-,Final Dividend, 2.5000
5211,5211,500097,DALMIASUG,Dalmia Bharat Sugar and Industries Ltd,14 Aug 2013,Final Dividend - Rs. - 0.2500,-,17 Aug 2013,24 Aug 2013,08 Aug 2013,14 Aug 2013,-,Final Dividend, 0.2500
5212,5212,500246,ENVAIREL,Envair Electrodyne Ltd,14 Aug 2013,Dividend - Rs. - 0.7000,-,19 Aug 2013,28 Aug 2013,08 Aug 2013,16 Aug 2013,-,Dividend, 0.7000
5213,5213,526367,GANESHHOUC,Ganesh Housing Corporation Ltd-$,14 Aug 2013,Dividend - Rs. - 1.4000,-,17 Aug 2013,31 Aug 2013,08 Aug 2013,14 Aug 2013,-,Dividend, 1.4000
5214,5214,500173,GFLLIMITED,GFL Ltd,14 Aug 2013,Final Dividend - Rs. - 2.0000,-,19 Aug 2013,23 Aug 2013,08 Aug 2013,16 Aug 2013,-,Final Dividend, 2.0000
5215,5215,500104,HINDPETRO,Hindustan Petroleum Corporation Ltd,14 Aug 2013,Final Dividend - Rs. - 8.5000,-,19 Aug 2013,05 Sep 2013,08 Aug 2013,16 Aug 2013,06 Sep 2013,Final Dividend, 8.5000
5216,5216,532851,INSECTICID,Insecticides (India) Ltd,14 Aug 2013,Final Dividend - Rs. - 3.0000,-,19 Aug 2013,27 Aug 2013,08 Aug 2013,16 Aug 2013,-,Final Dividend, 3.0000
5217,5217,530019,JUBLPHARMA,Jubilant Pharmova Ltd,14 Aug 2013,Dividend - Rs. - 3.0000,-,17 Aug 2013,27 Aug 2013,08 Aug 2013,14 Aug 2013,-,Dividend, 3.0000
5218,5218,532796,LUMAXTECH,Lumax Auto Technologies Ltd,14 Aug 2013,Dividend - Rs. - 6.0000,-,17 Aug 2013,23 Aug 2013,08 Aug 2013,14 Aug 2013,-,Dividend, 6.0000
5219,5219,533286,MOIL,Moil Ltd,14 Aug 2013,Final Dividend - Rs. - 3.5000,-,17 Aug 2013,22 Aug 2013,08 Aug 2013,14 Aug 2013,-,Final Dividend, 3.5000
5220,5220,508670,NEAGI,Neelamalai Agro Industries Ltd,14 Aug 2013,Final Dividend - Rs. - 20.0000,-,27 Aug 2013,02 Sep 2013,14 Aug 2013,30 Aug 2013,-,Final Dividend, 20.0000
5221,5221,526325,ORIENTLTD,Orient Press Ltd,14 Aug 2013,Final Dividend - Rs. - 0.5000,-,19 Aug 2013,24 Aug 2013,08 Aug 2013,16 Aug 2013,-,Final Dividend, 0.5000
5222,5222,532712,RCOM,Reliance Communications Ltd,14 Aug 2013,Dividend - Rs. - 0.2500,-,17 Aug 2013,27 Aug 2013,08 Aug 2013,14 Aug 2013,-,Dividend, 0.2500
5223,5223,500390,RELINFRA,Reliance Infrastructure Ltd,14 Aug 2013,Dividend - Rs. - 7.4000,-,17 Aug 2013,27 Aug 2013,08 Aug 2013,14 Aug 2013,-,Dividend, 7.4000
5224,5224,531548,SOMANYCERA,Somany Ceramics Ltd,14 Aug 2013,Dividend - Rs. - 1.2000,-,17 Aug 2013,02 Sep 2013,08 Aug 2013,14 Aug 2013,-,Dividend, 1.2000
5225,5225,524667,SOTL,Savita Oil Technologies Ltd,14 Aug 2013,Dividend - Rs. - 17.5000,-,19 Aug 2013,24 Aug 2013,08 Aug 2013,16 Aug 2013,-,Dividend, 17.5000
5226,5226,526827,SPICEISLIN,Spice Islands Industries Ltd-$,14 Aug 2013,Dividend - Rs. - 0.5000,-,19 Aug 2013,02 Sep 2013,08 Aug 2013,16 Aug 2013,-,Dividend, 0.5000
5227,5227,534369,TBZ,Tribhovandas Bhimji Zaveri Ltd,14 Aug 2013,Dividend - Rs. - 2.2500,-,17 Aug 2013,30 Aug 2013,08 Aug 2013,14 Aug 2013,-,Dividend, 2.2500
5228,5228,532966,TITAGARH,Titagarh Rail Systems Ltd,14 Aug 2013,Dividend - Rs. - 4.0000,-,17 Aug 2013,26 Aug 2013,12 Aug 2013,14 Aug 2013,-,Dividend, 4.0000
5229,5229,500439,VHL,Vardhman Holdings Ltd,14 Aug 2013,Dividend - Rs. - 3.0000,-,19 Aug 2013,31 Aug 2013,08 Aug 2013,16 Aug 2013,-,Dividend, 3.0000
5230,5230,502986,VTL,Vardhman Textiles Ltd,14 Aug 2013,Dividend - Rs. - 6.0000,-,19 Aug 2013,31 Aug 2013,08 Aug 2013,16 Aug 2013,-,Dividend, 6.0000
5231,5231,500085,CHAMBLFERT,Chambal Fertilisers & Chemicals Ltd,16 Aug 2013,Dividend - Rs. - 1.9000,-,20 Aug 2013,22 Aug 2013,12 Aug 2013,19 Aug 2013,-,Dividend, 1.9000
5232,5232,500213,ITHL,International Travel House Ltd-$,16 Aug 2013,Dividend - Rs. - 4.2500,-,20 Aug 2013,03 Sep 2013,12 Aug 2013,19 Aug 2013,10 Sep 2013,Dividend, 4.2500
5233,5233,524109,KABRAEXTRU,Kabra Extrusiontechnik Ltd,16 Aug 2013,Dividend - Rs. - 1.0000,-,20 Aug 2013,27 Aug 2013,12 Aug 2013,19 Aug 2013,-,Dividend, 1.0000
5234,5234,532932,MANAKSIA,Manaksia Ltd,16 Aug 2013,Interim Dividend - Rs. - 2.0000,19 Aug 2013,-,-,08 Aug 2013,16 Aug 2013,-,Interim Dividend, 2.0000
5235,5235,523648,PLASTIBLEN,Plastiblends India Ltd-$,16 Aug 2013,Dividend - Rs. - 3.5000,-,20 Aug 2013,27 Aug 2013,12 Aug 2013,19 Aug 2013,-,Dividend, 3.5000
5236,5236,523716,ASHIANA,Ashiana Housing Ltd-$,19 Aug 2013,Dividend - Rs. - 2.2500,-,21 Aug 2013,27 Aug 2013,13 Aug 2013,20 Aug 2013,-,Dividend, 2.2500
5237,5237,531979,HINDALUMI,Hind Aluminium Industries Ltd-$,19 Aug 2013,Dividend - Rs. - 1.5000,-,21 Aug 2013,23 Aug 2013,13 Aug 2013,20 Aug 2013,-,Dividend, 1.5000
5238,5238,590075,LAMBODHARA,Lambodhara Textile Ltd-$,19 Aug 2013,Dividend - Rs. - 1.0000,-,21 Aug 2013,26 Aug 2013,13 Aug 2013,20 Aug 2013,-,Dividend, 1.0000
5239,5239,523642,PIIND,PI Industries Ltd,19 Aug 2013,Dividend - Rs. - 1.0000,-,21 Aug 2013,29 Aug 2013,13 Aug 2013,20 Aug 2013,02 Sep 2013,Dividend, 1.0000
5240,5240,523642,PIIND,PI Industries Ltd,19 Aug 2013,Dividend - Rs. - 1.0000,-,21 Aug 2013,29 Aug 2013,13 Aug 2013,20 Aug 2013,-,Dividend, 1.0000
5241,5241,523642,PIIND,PI Industries Ltd,19 Aug 2013,Interim Dividend - Rs. - 0.5000,-,21 Aug 2013,29 Aug 2013,13 Aug 2013,20 Aug 2013,02 Sep 2013,Interim Dividend, 0.5000
5242,5242,523642,PIIND,PI Industries Ltd,19 Aug 2013,Interim Dividend - Rs. - 0.5000,-,21 Aug 2013,29 Aug 2013,13 Aug 2013,20 Aug 2013,-,Interim Dividend, 0.5000
5243,5243,524230,RCF,Rashtriya Chemicals and Fertilizers Ltd,19 Aug 2013,Final Dividend - Rs. - 1.5000,-,21 Aug 2013,30 Aug 2013,13 Aug 2013,20 Aug 2013,-,Final Dividend, 1.5000
5244,5244,532670,RENUKA,Shree Renuka Sugars Ltd,19 Aug 2013,Dividend - Rs. - 0.5000,-,21 Aug 2013,28 Aug 2013,13 Aug 2013,20 Aug 2013,-,Dividend, 0.5000
5245,5245,531599,FDC,FDC Ltd,20 Aug 2013,Final Dividend - Rs. - 2.2500,-,22 Aug 2013,31 Aug 2013,14 Aug 2013,21 Aug 2013,25 Sep 2013,Final Dividend, 2.2500
5246,5246,522217,GUJAPOLLO,Gujarat Apollo Industries Ltd,20 Aug 2013,Dividend - Rs. - 10.0000,-,22 Aug 2013,29 Aug 2013,14 Aug 2013,21 Aug 2013,-,Dividend, 10.0000
5247,5247,532662,HTMEDIA,HT Media Ltd,20 Aug 2013,Dividend - Rs. - 0.4000,-,22 Aug 2013,27 Aug 2013,14 Aug 2013,21 Aug 2013,-,Dividend, 0.4000
5248,5248,532514,IGL,Indraprastha Gas Ltd,20 Aug 2013,Dividend - Rs. - 5.5000,-,22 Aug 2013,02 Sep 2013,14 Aug 2013,21 Aug 2013,-,Dividend, 5.5000
5249,5249,532923,RGL,Renaissance Global Ltd,20 Aug 2013,Final Dividend - Rs. - 1.0000,-,22 Aug 2013,30 Aug 2013,14 Aug 2013,21 Aug 2013,-,Final Dividend, 1.0000
5250,5250,532375,TIPSMUSIC,Tips Music Ltd,20 Aug 2013,Dividend - Rs. - 2.1000,-,22 Aug 2013,29 Aug 2013,14 Aug 2013,21 Aug 2013,-,Dividend, 2.1000
5251,5251,533221,AHLWEST,Asian Hotels (West) Ltd,21 Aug 2013,Dividend - Rs. - 2.0000,-,23 Aug 2013,30 Aug 2013,16 Aug 2013,22 Aug 2013,-,Dividend, 2.0000
5252,5252,531179,ARMANFIN,Arman Financial Services Ltd,21 Aug 2013,Dividend - Rs. - 0.8000,-,23 Aug 2013,30 Aug 2013,16 Aug 2013,22 Aug 2013,-,Dividend, 0.8000
5253,5253,524828,BDH,BDH Industries Ltd,21 Aug 2013,Dividend - Rs. - 1.0000,-,23 Aug 2013,30 Aug 2013,16 Aug 2013,22 Aug 2013,-,Dividend, 1.0000
5254,5254,505737,INTLCOMBQ,International Combustion India Ltd,21 Aug 2013,Dividend - Rs. - 5.0000,-,23 Aug 2013,04 Sep 2013,16 Aug 2013,22 Aug 2013,-,Dividend, 5.0000
5255,5255,502933,KATRSPG,Katare Spinning Mills Ltd,21 Aug 2013,Dividend - Rs. - 1.0000,-,23 Aug 2013,31 Aug 2013,16 Aug 2013,22 Aug 2013,-,Dividend, 1.0000
5256,5256,533192,KCPSUGIND,KCP Sugar & Industries Corporation Ltd,21 Aug 2013,Dividend - Rs. - 1.0000,-,23 Aug 2013,30 Aug 2013,16 Aug 2013,22 Aug 2013,-,Dividend, 1.0000
5257,5257,532304,KJMCCORP,KJMC Corporate Advisors (India) Ltd,21 Aug 2013,Interim Dividend - Rs. - 0.5000,22 Aug 2013,-,-,14 Aug 2013,21 Aug 2013,-,Interim Dividend, 0.5000
5258,5258,532889,KPRMILL,K.P.R. Mill Limited,21 Aug 2013,Final Dividend - Rs. - 3.0000,-,23 Aug 2013,31 Aug 2013,16 Aug 2013,22 Aug 2013,-,Final Dividend, 3.0000
5259,5259,517334,MOTHERSON,Samvardhana Motherson International Ltd,21 Aug 2013,Dividend - Rs. - 2.0000,-,23 Aug 2013,27 Aug 2013,16 Aug 2013,22 Aug 2013,-,Dividend, 2.0000
5260,5260,532641,NDL,Nandan Denim Ltd,21 Aug 2013,Dividend - Rs. - 1.2000,-,23 Aug 2013,29 Aug 2013,16 Aug 2013,22 Aug 2013,05 Sep 2013,Dividend, 1.2000
5261,5261,516016,SHREYANIND,Shreyans Industries Ltd-$,21 Aug 2013,Dividend - Rs. - 1.0000,-,23 Aug 2013,30 Aug 2013,16 Aug 2013,22 Aug 2013,-,Dividend, 1.0000
5262,5262,504398,SJCORP,SJ Corporation Ltd,21 Aug 2013,Dividend - Rs. - 0.1000,-,23 Aug 2013,30 Aug 2013,16 Aug 2013,22 Aug 2013,-,Dividend, 0.1000
5263,5263,531404,ZICOM,Zicom Electronic Security Systems Ltd-$,21 Aug 2013,Dividend - Rs. - 1.2000,-,23 Aug 2013,30 Aug 2013,16 Aug 2013,22 Aug 2013,17 Sep 2013,Dividend, 1.2000
5264,5264,500042,BASF,BASF India Ltd,22 Aug 2013,Dividend - Rs. - 4.0000,-,24 Aug 2013,30 Aug 2013,19 Aug 2013,22 Aug 2013,04 Sep 2013,Dividend, 4.0000
5265,5265,509486,CAPRIHANS,Caprihans India Ltd-$,22 Aug 2013,Dividend - Rs. - 1.5000,-,26 Aug 2013,06 Sep 2013,19 Aug 2013,23 Aug 2013,-,Dividend, 1.5000
5266,5266,534804,CARERATING,CARE Ratings Ltd,22 Aug 2013,Interim Dividend - Rs. - 6.0000,23 Aug 2013,-,-,16 Aug 2013,22 Aug 2013,-,Interim Dividend, 6.0000
5267,5267,532848,DELTACORP,Delta Corp Ltd,22 Aug 2013,Dividend - Rs. - 0.2500,-,24 Aug 2013,30 Aug 2013,19 Aug 2013,22 Aug 2013,-,Dividend, 0.2500
5268,5268,531278,ELIXIR,Elixir Capital Ltd,22 Aug 2013,Final Dividend - Rs. - 0.7500,-,24 Aug 2013,31 Aug 2013,19 Aug 2013,22 Aug 2013,-,Final Dividend, 0.7500
5269,5269,509557,GARFIBRES,Garware Technical Fibres Ltd,22 Aug 2013,Dividend - Rs. - 2.5000,-,24 Aug 2013,03 Sep 2013,19 Aug 2013,22 Aug 2013,-,Dividend, 2.5000
5270,5270,500670,GNFC,Gujarat Narmada Valley Fertilizers & Chemicals Ltd,22 Aug 2013,Dividend - Rs. - 3.5000,-,24 Aug 2013,30 Aug 2013,19 Aug 2013,22 Aug 2013,-,Dividend, 3.5000
5271,5271,526729,GOLDIAM,Goldiam International Ltd,22 Aug 2013,Final Dividend - Rs. - 0.5000,-,26 Aug 2013,06 Sep 2013,19 Aug 2013,23 Aug 2013,-,Final Dividend, 0.5000
5272,5272,505712,HIMTEK,Him Teknoforge Ltd,22 Aug 2013,Dividend - Rs. - 3.0000,-,26 Aug 2013,31 Aug 2013,19 Aug 2013,23 Aug 2013,-,Dividend, 3.0000
5273,5273,509635,HINDCOMPOS,Hindustan Composites Ltd,22 Aug 2013,Dividend - Rs. - 1.0000,-,26 Aug 2013,29 Aug 2013,22 Aug 2013,23 Aug 2013,-,Dividend, 1.0000
5274,5274,530965,IOC,Indian Oil Corporation Ltd,22 Aug 2013,Dividend - Rs. - 6.2000,-,26 Aug 2013,03 Sep 2013,19 Aug 2013,23 Aug 2013,-,Dividend, 6.2000
5275,5275,531213,MANAPPURAM,Manappuram Finance Ltd,22 Aug 2013,Interim Dividend - Rs. - 0.4500,23 Aug 2013,-,-,16 Aug 2013,22 Aug 2013,-,Interim Dividend, 0.4500
5276,5276,522249,MAYURUNIQ,Mayur Uniquoters Ltd-$,22 Aug 2013,Interim Dividend - Rs. - 2.2500,23 Aug 2013,-,-,16 Aug 2013,22 Aug 2013,-,Interim Dividend, 2.2500
5277,5277,533152,MBLINFRA,MBL Infrastructure Ltd,22 Aug 2013,Dividend - Rs. - 3.0000,-,24 Aug 2013,31 Aug 2013,19 Aug 2013,22 Aug 2013,-,Dividend, 3.0000
5278,5278,531727,MENNPIS,Menon Pistons Ltd,22 Aug 2013,Dividend - Rs. - 2.0000,-,24 Aug 2013,29 Aug 2013,19 Aug 2013,22 Aug 2013,-,Dividend, 2.0000
5279,5279,532880,OMAXE,Omaxe Ltd,22 Aug 2013,Dividend - Rs. - 0.7000,-,24 Aug 2013,26 Aug 2013,21 Aug 2013,22 Aug 2013,-,Dividend, 0.7000
5280,5280,500069,QUESTCAP,Quest Capital Markets Ltd,22 Aug 2013,Dividend - Rs. - 0.5000,-,24 Aug 2013,31 Aug 2013,19 Aug 2013,22 Aug 2013,-,Dividend, 0.5000
5281,5281,504614,SARDAEN,Sarda Energy & Minerals Ltd-$,22 Aug 2013,Dividend - Rs. - 3.0000,-,26 Aug 2013,31 Aug 2013,22 Aug 2013,23 Aug 2013,-,Dividend, 3.0000
5282,5282,523838,SIMPLEXINF,Simplex Infrastructures Ltd,22 Aug 2013,Dividend - Rs. - 1.0000,-,24 Aug 2013,30 Aug 2013,19 Aug 2013,22 Aug 2013,-,Dividend, 1.0000
5283,5283,531638,SURAJLTD,Suraj Ltd-$,22 Aug 2013,Dividend - Rs. - 1.5000,-,24 Aug 2013,31 Aug 2013,19 Aug 2013,22 Aug 2013,-,Dividend, 1.5000
5284,5284,511736,USHDI,Ushdev International Ltd,22 Aug 2013,Dividend - Rs. - 2.1000,-,24 Aug 2013,31 Aug 2013,19 Aug 2013,22 Aug 2013,-,Dividend, 2.1000
5285,5285,532300,WOCKPHARMA,Wockhardt Ltd,22 Aug 2013,Dividend - Rs. - 5.0000,-,24 Aug 2013,02 Sep 2013,19 Aug 2013,22 Aug 2013,-,Dividend, 5.0000
5286,5286,526851,AREXMIS,Arex Industries Ltd,23 Aug 2013,Final Dividend - Rs. - 0.9000,-,27 Aug 2013,29 Aug 2013,20 Aug 2013,26 Aug 2013,-,Final Dividend, 0.9000
5287,5287,530803,BHAGERIA,Bhageria Industries Ltd,23 Aug 2013,Dividend - Rs. - 0.8000,-,27 Aug 2013,30 Aug 2013,20 Aug 2013,26 Aug 2013,-,Dividend, 0.8000
5288,5288,524440,CAMEXLTD,Camex Ltd,23 Aug 2013,Dividend - Rs. - 0.5000,-,27 Aug 2013,05 Sep 2013,20 Aug 2013,26 Aug 2013,-,Dividend, 0.5000
5289,5289,531216,COMFINTE,Comfort Intech Ltd-$,23 Aug 2013,Dividend - Rs. - 0.0200,-,27 Aug 2013,31 Aug 2013,20 Aug 2013,26 Aug 2013,-,Dividend, 0.0200
5290,5290,509152,GRPLTD,GRP Ltd,23 Aug 2013,Dividend - Rs. - 15.0000,-,27 Aug 2013,04 Sep 2013,20 Aug 2013,26 Aug 2013,13 Sep 2013,Dividend, 15.0000
5291,5291,500368,PATANJALI,Patanjali Foods Ltd,23 Aug 2013,Dividend - Rs. - 0.3200,-,27 Aug 2013,30 Aug 2013,20 Aug 2013,26 Aug 2013,-,Dividend, 0.3200
5292,5292,532626,POCL,Pondy Oxides & Chemicals Ltd,23 Aug 2013,Dividend - Rs. - 1.0000,-,27 Aug 2013,27 Aug 2013,20 Aug 2013,26 Aug 2013,-,Dividend, 1.0000
5293,5293,509020,RUCHINFRA,Ruchi Infrastructure Ltd,23 Aug 2013,Dividend - Rs. - 0.0600,-,27 Aug 2013,30 Aug 2013,20 Aug 2013,26 Aug 2013,-,Dividend, 0.0600
5294,5294,535602,SHARDAMOTR,Sharda Motor Industries Ltd,23 Aug 2013,Final Dividend - Rs. - 5.0000,-,27 Aug 2013,02 Sep 2013,20 Aug 2013,26 Aug 2013,-,Final Dividend, 5.0000
