,Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
15172,540544,PSPPROJECT,PSP Projects Ltd,19 Mar 2020,Interim Dividend - Rs. - 5.0000,21 Mar 2020,-,-,16 Mar 2020,19 Mar 2020,-
15173,590051,SAKSOFT,Saksoft Ltd,19 Mar 2020,Interim Dividend - Rs. - 2.5000,21 Mar 2020,-,-,16 Mar 2020,19 Mar 2020,-
15174,540686,SMRUTHIORG,Smruthi Organics Ltd,19 Mar 2020,Interim Dividend - Rs. - 3.0000,21 Mar 2020,-,-,16 Mar 2020,19 Mar 2020,-
15175,531548,SOMANYCERA,Somany Ceramics Ltd,19 Mar 2020,Interim Dividend - Rs. - 2.0000,21 Mar 2020,-,-,16 Mar 2020,19 Mar 2020,-
15176,530585,SWASTIKA,Swastika Investsmart Ltd,19 Mar 2020,Interim Dividend - Rs. - 1.0000,21 Mar 2020,-,-,16 Mar 2020,19 Mar 2020,-
15177,534369,TBZ,Tribhovandas Bhimji Zaveri Ltd,19 Mar 2020,Interim Dividend - Rs. - 1.0000,20 Mar 2020,-,-,13 Mar 2020,19 Mar 2020,-
15178,532349,TCI,Transport Corporation of India Ltd,19 Mar 2020,Interim Dividend - Rs. - 1.0000,21 Mar 2020,-,-,16 Mar 2020,19 Mar 2020,-
15179,540212,TCIEXP,TCI Express Ltd,19 Mar 2020,Interim Dividend - Rs. - 1.0000,21 Mar 2020,-,-,16 Mar 2020,19 Mar 2020,-
15180,532540,TCS,Tata Consultancy Services Ltd,19 Mar 2020,Interim Dividend - Rs. - 12.0000,20 Mar 2020,-,-,13 Mar 2020,19 Mar 2020,-
15181,540108,TIAANC,Tiaan Consumer Ltd,19 Mar 2020,Interim Dividend - Rs. - 0.0600,20 Mar 2020,-,-,13 Mar 2020,19 Mar 2020,-
15182,524576,VIVIDIND,Vivid Global Industries Ltd,19 Mar 2020,Interim Dividend - Rs. - 0.2500,20 Mar 2020,-,-,13 Mar 2020,19 Mar 2020,-
15183,526586,WIMPLAST,Wim Plast Ltd,19 Mar 2020,Interim Dividend - Rs. - 7.0000,21 Mar 2020,-,-,16 Mar 2020,19 Mar 2020,-
15184,500444,WSTCSTPAPR,West Coast Paper Mills Ltd,19 Mar 2020,Interim Dividend - Rs. - 5.0000,20 Mar 2020,-,-,13 Mar 2020,19 Mar 2020,-
15185,531335,ZYDUSWELL,Zydus Wellness Ltd,19 Mar 2020,Interim Dividend - Rs. - 5.0000,21 Mar 2020,-,-,16 Mar 2020,19 Mar 2020,-
15186,532762,ACE,Action Construction Equipment Ltd,20 Mar 2020,Interim Dividend - Rs. - 0.5000,23 Mar 2020,-,-,16 Mar 2020,20 Mar 2020,-
15187,524598,AKSHARCHEM,AksharChem India Ltd,20 Mar 2020,Interim Dividend - Rs. - 3.5000,23 Mar 2020,-,-,16 Mar 2020,20 Mar 2020,-
15188,522295,CONTROLPR,Control Print Ltd,20 Mar 2020,Interim Dividend - Rs. - 4.5000,23 Mar 2020,-,-,16 Mar 2020,20 Mar 2020,-
15189,509557,GARFIBRES,Garware Technical Fibres Ltd,20 Mar 2020,Special Dividend - Rs. - 10.0000,23 Mar 2020,-,-,16 Mar 2020,20 Mar 2020,-
15190,509557,GARFIBRES,Garware Technical Fibres Ltd,20 Mar 2020,Interim Dividend - Rs. - 7.0000,23 Mar 2020,-,-,16 Mar 2020,20 Mar 2020,-
15191,532285,GEOJITFSL,Geojit Financial Services Ltd,20 Mar 2020,Interim Dividend - Rs. - 1.5000,23 Mar 2020,-,-,16 Mar 2020,20 Mar 2020,-
15192,523828,MENONBE,Menon Bearings Ltd,20 Mar 2020,Interim Dividend - Rs. - 1.2500,23 Mar 2020,-,-,16 Mar 2020,20 Mar 2020,-
15193,500411,THERMAX,Thermax Ltd,20 Mar 2020,Interim Dividend - Rs. - 7.0000,23 Mar 2020,-,-,16 Mar 2020,20 Mar 2020,-
15194,509055,VISAKAIND,Visaka Industries Ltd,20 Mar 2020,Interim Dividend - Rs. - 5.0000,23 Mar 2020,-,-,16 Mar 2020,20 Mar 2020,-
15195,512599,ADANIENT,Adani Enterprises Ltd,23 Mar 2020,Interim Dividend - Rs. - 1.0000,25 Mar 2020,-,-,18 Mar 2020,23 Mar 2020,-
15196,531147,ALICON,Alicon Castalloy Ltd,23 Mar 2020,Interim Dividend - Rs. - 1.2500,24 Mar 2020,-,-,17 Mar 2020,20 Mar 2020,-
15197,532749,ALLCARGO,Allcargo Logistics Ltd,23 Mar 2020,Interim Dividend - Rs. - 3.0000,24 Mar 2020,-,-,17 Mar 2020,20 Mar 2020,-
15198,539289,AURUM,Aurum PropTech Ltd,23 Mar 2020,Interim Dividend - Rs. - 2.0000,24 Mar 2020,-,-,17 Mar 2020,20 Mar 2020,-
15199,533095,BENGALASM,Bengal & Assam Company Ltd,23 Mar 2020,Interim Dividend - Rs. - 15.0000,24 Mar 2020,-,-,17 Mar 2020,20 Mar 2020,-
15200,500547,BPCL,Bharat Petroleum Corporation Ltd,23 Mar 2020,Interim Dividend - Rs. - 16.5000,24 Mar 2020,-,-,17 Mar 2020,20 Mar 2020,-
15201,532929,BRIGADE,Brigade Enterprises Ltd,23 Mar 2020,Interim Dividend - Rs. - 1.0000,24 Mar 2020,-,-,17 Mar 2020,20 Mar 2020,-
15202,532175,CYIENT,Cyient Ltd,23 Mar 2020,Interim Dividend - Rs. - 9.0000,24 Mar 2020,-,-,17 Mar 2020,20 Mar 2020,-
15203,532960,DHANI,Dhani Services Ltd,23 Mar 2020,Interim Dividend - Rs. - 2.2500,24 Mar 2020,-,-,17 Mar 2020,20 Mar 2020,-
15204,533333,FCL,Fineotex Chemical Ltd,23 Mar 2020,Interim Dividend - Rs. - 0.0500,24 Mar 2020,-,-,17 Mar 2020,20 Mar 2020,-
15205,540935,GALAXYSURF,Galaxy Surfactants Ltd,23 Mar 2020,Special Dividend - Rs. - 6.0000,24 Mar 2020,-,-,17 Mar 2020,20 Mar 2020,-
15206,540935,GALAXYSURF,Galaxy Surfactants Ltd,23 Mar 2020,Interim Dividend - Rs. - 8.0000,24 Mar 2020,-,-,17 Mar 2020,20 Mar 2020,-
15207,509488,GRAPHITE,Graphite India Ltd,23 Mar 2020,Interim Dividend - Rs. - 2.0000,25 Mar 2020,-,-,18 Mar 2020,23 Mar 2020,-
15208,500655,GRWRHITECH,Garware Hi-Tech Films Ltd,23 Mar 2020,Interim Dividend - Rs. - 10.0000,24 Mar 2020,-,-,17 Mar 2020,20 Mar 2020,-
